t,qw,qx,qy,qz,wx,wy,wz
8085.397877,-0.974766,-0.034266,0.037153,0.217431,-0.061006,-0.434634,-0.117833
8085.418101,-0.974695,-0.031197,0.046408,0.216430,-0.504394,-0.596679,0.602466
8085.437416,-0.976662,-0.023324,0.046669,0.208350,-1.056150,0.105915,1.214271
8085.457406,-0.980568,-0.009172,0.036776,0.192483,-1.987595,0.904119,2.419292
8085.477370,-0.986165,0.005709,0.024221,0.163892,-0.240582,0.617426,2.857262
8085.497418,-0.988588,-0.011367,0.021820,0.148621,3.082742,1.117605,1.198596
8085.518684,-0.989686,-0.030591,0.011032,0.139516,0.610856,1.671017,0.559421
8085.537411,-0.990623,-0.027824,-0.000257,0.133762,-0.299313,0.851714,1.035410
8085.557448,-0.991807,-0.030599,-0.000210,0.124030,0.461312,-0.593556,0.817781
8085.577469,-0.992257,-0.030286,0.002989,0.120413,-0.540726,-0.092550,-0.271843
8085.597418,-0.991400,-0.020805,0.000464,0.129199,-1.398999,0.008188,-1.219076
8085.617596,-0.990353,-0.007296,-0.003493,0.138330,-1.126718,0.189399,-0.404602
8085.637403,-0.990197,-0.010087,-0.007083,0.139134,0.868247,0.802686,-0.327174
8085.657514,-0.989814,-0.021785,-0.006709,0.140526,1.141983,0.110315,0.037647
8085.677398,-0.989911,-0.030178,-0.000809,0.138438,0.713510,-0.416723,0.278201
8085.697437,-0.990046,-0.035127,0.007242,0.136095,0.412419,-0.795269,0.229230
8085.717460,-0.990122,-0.035722,0.016967,0.134513,-0.040133,-0.868145,0.181636
8085.737434,-0.990161,-0.033253,0.024608,0.133680,-0.251758,-0.792305,0.051492
8085.757364,-0.990178,-0.032364,0.029162,0.132850,0.060442,-0.475949,0.050507
8085.777421,-0.989907,-0.033012,0.031227,0.134235,0.052550,-0.259694,-0.224264
8085.798203,-0.989623,-0.032930,0.032539,0.136026,-0.087712,-0.262632,-0.240746
8085.817428,-0.989266,-0.032513,0.031309,0.138978,-0.032734,0.365849,-0.237979
8085.837417,-0.989128,-0.032575,0.026806,0.140880,-0.068554,0.523215,-0.195631
8085.857361,-0.989039,-0.032653,0.022006,0.142306,-0.069280,0.470281,-0.130655
8085.877608,-0.989094,-0.032282,0.019438,0.142382,-0.175572,0.068242,0.093744
8085.897404,-0.989251,-0.030823,0.021550,0.141306,-0.248033,-0.245471,0.203095
8085.917421,-0.989561,-0.027957,0.023835,0.139349,-0.363936,-0.164097,0.247919
8085.937394,-0.989956,-0.024318,0.024612,0.137073,-0.442351,-0.074337,0.252362
8085.957400,-0.990263,-0.021285,0.024899,0.135302,-0.262075,-0.199396,0.164517
8085.977401,-0.990413,-0.019709,0.026193,0.134189,-0.055505,-0.178463,0.121231
8085.997374,-0.990530,-0.019405,0.026807,0.133246,-0.024668,-0.003740,0.069301
8086.017439,-0.990676,-0.019046,0.025120,0.132544,-0.102198,0.141629,0.072682
8086.037341,-0.990727,-0.017384,0.023731,0.132649,-0.258493,0.055000,-0.023463
8086.057674,-0.990808,-0.014601,0.023094,0.132485,-0.346230,0.013605,0.157044
8086.077397,-0.991282,-0.011826,0.022114,0.129345,-0.365532,0.021142,0.470367
8086.097438,-0.991611,-0.010324,0.021247,0.127084,-0.376091,0.071625,0.449520
8086.117392,-0.992494,-0.007363,0.016161,0.120999,-0.111654,0.421304,0.338864
8086.137345,-0.992932,-0.007487,0.011544,0.117888,-0.006196,0.404996,0.260126
8086.157449,-0.993172,-0.008342,0.007704,0.116104,0.083210,0.371121,0.082309
8086.177409,-0.993156,-0.010148,0.004680,0.116263,0.225431,0.333736,-0.076229
8086.197476,-0.992995,-0.012827,0.002796,0.117426,0.243914,0.232271,-0.139121
8086.217409,-0.992785,-0.014714,0.002051,0.118982,0.120469,0.060167,-0.177819
8086.237361,-0.992487,-0.015540,0.003905,0.121300,0.061112,-0.334940,-0.327255
8086.257427,-0.991960,-0.016300,0.008465,0.125212,0.204454,-0.485360,-0.423758
8086.277410,-0.991242,-0.017779,0.013355,0.130172,0.159010,-0.575519,-0.620507
8086.297336,-0.990230,-0.018086,0.018241,0.137058,0.046740,-0.418060,-0.783848
8086.317400,-0.989051,-0.016753,0.021113,0.145091,-0.204100,-0.274708,-0.847098
8086.337369,-0.987665,-0.013041,0.023102,0.154320,-0.397710,-0.174424,-1.014394
8086.357349,-0.986033,-0.008910,0.022572,0.164776,-0.457275,0.155901,-1.153879
8086.377384,-0.984359,-0.003044,0.019263,0.175094,-0.649484,0.253096,-0.868654
8086.397394,-0.983237,0.004761,0.016408,0.181528,-0.754657,0.177021,-0.491695
8086.417404,-0.982351,0.011462,0.014184,0.186154,-0.604649,0.117081,-0.558109
8086.437396,-0.981267,0.015964,0.012368,0.191589,-0.326154,0.141102,-0.499480
8086.457411,-0.980415,0.017862,0.010922,0.195826,-0.142909,0.044456,-0.356845
8086.477345,-0.979986,0.018652,0.010596,0.197906,-0.114742,0.068946,-0.252562
8086.497391,-0.979265,0.019467,0.010033,0.201395,0.070101,0.068441,-0.284707
8086.517542,-0.978702,0.018272,0.010074,0.204221,0.281572,0.050641,-0.393937
8086.558178,-0.978702,0.018272,0.010074,0.204221,0.281572,0.050641,-0.393937
8086.577358,-0.975649,0.005917,0.004730,0.219208,0.394675,0.271040,-0.452800
8086.597550,-0.975036,0.004094,0.004601,0.221961,0.230011,0.018905,-0.388126
8086.617397,-0.974274,0.003287,0.004777,0.225294,-0.073324,-0.043563,-0.163473
8086.637433,-0.973865,0.003975,0.004553,0.227046,0.097648,0.161248,-0.369980
8086.657631,-0.972776,0.002805,0.005309,0.231669,0.223952,-0.147136,-0.687566
8086.677362,-0.971161,0.002517,0.008357,0.238266,0.109878,-0.428194,-0.682597
8086.698211,-0.969864,0.003430,0.011659,0.243345,-0.063320,-0.380430,-0.548833
8086.717341,-0.968544,0.004722,0.013970,0.248405,0.043912,-0.275536,-0.531490
8086.737381,-0.967070,0.003760,0.015065,0.254037,0.212596,-0.056421,-0.691064
8086.757359,-0.965010,0.000983,0.012890,0.261895,0.191128,0.146417,-0.977866
8086.777310,-0.962977,0.000984,0.011152,0.269351,-0.550955,-0.141328,-0.358584
8086.797434,-0.962687,0.006606,0.010960,0.270315,-1.096085,-0.170286,0.080562
8086.817415,-0.963524,0.015974,0.006842,0.267058,-0.222104,0.458531,0.235483
8086.837477,-0.964066,0.011476,0.001825,0.265408,0.358588,0.683223,0.081335
8086.857367,-0.963853,0.011395,-0.000088,0.266192,-0.375772,0.051451,0.011666
8086.877374,-0.963858,0.015112,0.000987,0.265986,-0.279018,-0.146978,0.008867
8086.904701,-0.963894,0.015635,0.001340,0.265823,0.075316,-0.174231,0.121300
8086.924845,-0.963894,0.015635,0.001340,0.265823,0.075316,-0.174231,0.121300
8086.937374,-0.966551,0.006469,0.008396,0.256256,0.363712,-0.082812,0.389265
8086.957374,-0.967645,0.003662,0.009200,0.252121,0.272170,0.064302,0.440789
8086.977385,-0.968137,0.000527,0.009623,0.250237,0.266012,-0.052885,-0.011192
8086.997455,-0.967488,-0.000943,0.010459,0.252700,0.023585,0.048993,-0.419907
8087.017371,-0.966163,-0.002009,0.006449,0.257845,-0.123939,0.614683,-0.546768
8087.037356,-0.964963,-0.001524,-0.000426,0.262383,-0.424417,0.384148,-0.501359
8087.057378,-0.963412,0.003478,-0.003580,0.267976,-0.774737,-0.065914,-0.659829
8087.078189,-0.961617,0.011921,-0.004601,0.274099,-0.783450,-0.083589,-0.705138
8087.097441,-0.960512,0.016843,-0.005577,0.277671,-0.179699,-0.115834,-0.001274
8087.117383,-0.961921,0.012165,-0.000621,0.273055,1.196069,-0.358488,0.805783
8087.137330,-0.964238,-0.000104,0.007209,0.264940,0.966473,-0.319210,0.671676
8087.157324,-0.966060,-0.001074,0.009065,0.258155,-0.254096,0.082756,0.741313
8087.177362,-0.967835,0.004007,0.008123,0.251423,-0.605947,-0.073578,0.599140
8087.199067,-0.968841,0.007792,0.010038,0.247358,-0.134954,-0.467212,0.257640
8087.217496,-0.969210,0.008437,0.012838,0.245756,0.278340,-0.285549,0.204452
8087.237363,-0.969959,0.007916,0.016512,0.242576,-0.005455,-0.306199,0.218024
8087.257341,-0.970554,0.011486,0.018557,0.239894,-0.187697,-0.358149,0.413588
8087.277432,-0.971214,0.012494,0.021085,0.236943,0.323562,-0.455804,0.214117
8087.297371,-0.971040,0.010389,0.023579,0.237523,0.275408,-0.100357,-0.277540
8087.317286,-0.970020,0.010216,0.021765,0.241833,-0.267227,0.280629,-0.277541
8087.337326,-0.969647,0.010300,0.016784,0.243716,-0.047495,0.309829,-0.069090
8087.357376,-0.969931,0.008878,0.013074,0.242868,-0.043638,0.396171,0.199915
8087.377323,-0.970397,0.008843,0.008310,0.241210,-0.268276,0.444082,0.131539
8087.397360,-0.970404,0.011732,0.004281,0.241162,-0.508409,0.170041,-0.115261
8087.417289,-0.970153,0.014486,0.002758,0.242044,-0.020421,0.026379,-0.121669
8087.437322,-0.969850,0.014215,0.002930,0.243271,0.128457,0.118631,-0.110708
8087.457356,-0.969778,0.014437,0.003430,0.243536,-0.042008,-0.127100,0.053754
8087.477279,-0.970105,0.016037,0.005782,0.242088,-0.088148,-0.408276,0.298150
8087.497390,-0.971319,0.018252,0.011034,0.236822,-0.052042,-0.629460,0.705974
8087.517317,-0.973824,0.019729,0.018084,0.225723,0.261902,-0.384332,1.401202
8087.537371,-0.976861,0.010801,0.022051,0.212461,0.946641,-0.057735,1.099638
8087.557334,-0.978333,0.004438,0.028279,0.205050,0.377094,-0.801489,0.343385
8087.577321,-0.977826,0.003907,0.038621,0.205791,0.199707,-0.819035,-0.298085
8087.597335,-0.976464,0.001759,0.045579,0.210802,0.084973,-0.262062,-0.649667
8087.617807,-0.974883,0.001750,0.047337,0.217620,-0.325957,-0.293436,-0.796762
8087.637706,-0.973576,0.006497,0.042911,0.224202,-0.925159,0.593298,-0.484025
8087.657297,-0.973589,0.017075,0.030060,0.225677,-1.180658,1.035776,0.594693
8087.677340,-0.975375,0.017994,0.020541,0.218855,0.991242,0.440393,0.588128
8087.697743,-0.976949,0.004268,0.019136,0.212571,1.877502,0.633278,0.743444
8087.718365,-0.978878,-0.009474,0.014150,0.203736,0.817710,1.120882,0.821380
8087.737324,-0.980110,-0.014776,0.007066,0.197780,0.348473,0.816047,0.603172
8087.757313,-0.980406,-0.017882,0.005300,0.196101,0.158704,-0.416577,-0.336387
8087.777336,-0.979163,-0.014407,0.007606,0.202424,-0.949298,-0.644945,-0.917804
8087.797484,-0.978076,-0.007360,0.007849,0.207972,-1.289318,0.101186,-0.941565
8087.818247,-0.975450,0.003833,-0.001069,0.220185,-0.686701,0.857486,-0.976821
8087.837358,-0.973596,0.001558,-0.005186,0.228214,0.639711,0.193016,-0.828498
8087.857342,-0.971750,-0.003005,0.000937,0.235990,0.659248,-0.823252,-0.709126
8087.877302,-0.970569,-0.004295,0.011025,0.240530,0.198204,-1.100461,-0.226789
8087.897266,-0.970635,-0.000871,0.019558,0.239760,-0.443527,-0.773412,0.312148
8087.917428,-0.971514,0.005501,0.022431,0.235854,-0.514064,-0.497455,0.461438
8087.937260,-0.972470,0.008549,0.021812,0.231845,-0.223217,0.060830,0.477354
8087.957322,-0.973867,0.007198,0.019139,0.226199,0.002169,0.218595,0.613072
8087.977351,-0.975313,0.005922,0.017384,0.220061,0.016337,0.213762,0.714089
8087.997297,-0.976802,0.004217,0.015494,0.213542,0.247643,0.322102,0.716713
8088.017368,-0.978282,-0.003595,0.012171,0.206887,0.851294,0.466369,0.484984
8088.037354,-0.979203,-0.012588,0.011746,0.202149,0.796869,0.088906,0.510606
8088.057339,-0.980233,-0.018054,0.014242,0.196507,0.389911,-0.008475,0.590737
8088.077306,-0.981349,-0.021385,0.016222,0.190350,0.235381,-0.128525,0.634834
8088.097342,-0.982483,-0.022237,0.020273,0.183909,0.046749,-0.490997,0.654230
8088.117372,-0.983319,-0.020696,0.025492,0.178902,-0.090497,-0.457897,0.334995
8088.137347,-0.983701,-0.019240,0.029164,0.176383,-0.031022,-0.346248,0.129724
8088.157327,-0.983680,-0.017572,0.030680,0.176420,-0.127894,-0.108313,-0.084240
8088.177324,-0.983429,-0.016164,0.030254,0.178016,-0.113444,0.057434,-0.217769
8088.197355,-0.983097,-0.015834,0.028034,0.180233,-0.152680,0.337629,-0.236979
8088.217323,-0.982775,-0.014837,0.024708,0.182544,-0.332442,0.182305,-0.162524
8088.237280,-0.982715,-0.011618,0.023093,0.183308,-0.457191,0.095921,0.014728
8088.257286,-0.982812,-0.009664,0.022322,0.183002,-0.489438,0.081061,0.132602
8088.277339,-0.983153,-0.006173,0.021087,0.181458,-0.464041,-0.023683,0.200808
8088.297254,-0.983662,-0.001093,0.021673,0.178714,-0.247894,-0.300245,0.204134
8088.317334,-0.983899,0.000374,0.024073,0.177099,0.088273,-0.358319,0.102887
8088.337280,-0.984048,-0.000250,0.028687,0.175576,0.250013,-0.342906,0.187103
8088.357389,-0.984071,-0.001669,0.030947,0.175051,0.173539,-0.211929,0.111186
8088.377596,-0.984365,-0.001500,0.033495,0.172922,-0.033631,-0.399588,0.366989
8088.397349,-0.984802,0.000170,0.037089,0.169676,-0.152849,-0.357053,0.422074
8088.417296,-0.986019,0.002688,0.038784,0.162037,-0.272486,-0.110427,1.010611
8088.437276,-0.987865,0.005344,0.038220,0.150443,-0.223316,0.054226,1.320917
8088.460157,-0.989159,0.004592,0.036700,0.142111,0.657668,0.178103,0.347798
8088.477326,-0.989066,-0.008922,0.036346,0.142649,1.469160,0.401816,-0.316848
8088.497430,-0.989036,-0.018232,0.032721,0.142848,0.456692,0.790216,0.325114
8088.517354,-0.990392,-0.017911,0.026959,0.134448,-0.333753,0.599315,1.022115
8088.537316,-0.991527,-0.016792,0.024727,0.126411,0.309269,-0.034881,0.253844
8088.557320,-0.991208,-0.021306,0.026466,0.127879,0.488247,-0.168044,-0.423497
8088.577321,-0.990766,-0.021850,0.028048,0.130838,-0.068390,-0.046729,-0.110685
8088.597353,-0.990645,-0.020042,0.029584,0.131704,-0.064540,-0.332112,-0.188848
8088.617790,-0.989915,-0.017922,0.035167,0.136050,-0.151671,-0.510048,-0.600448
8088.637416,-0.988874,-0.014713,0.039207,0.142739,-0.460425,-0.270608,-0.777569
8088.657709,-0.987831,-0.007236,0.040448,0.150003,-1.006844,-0.220614,-0.725692
8088.677329,-0.986376,0.005197,0.041801,0.159021,-1.169302,-0.244477,-0.791010
8088.697318,-0.985004,0.014637,0.042410,0.166596,-1.051300,-0.019668,-0.718791
8088.717285,-0.983876,0.023261,0.038586,0.173082,-0.699443,0.412468,-0.340475
8088.737309,-0.983618,0.027153,0.033202,0.175090,-0.254526,0.510702,0.030060
8088.757318,-0.983654,0.027362,0.030287,0.175384,0.069102,0.143999,-0.022266
8088.777286,-0.983531,0.026972,0.029366,0.176284,-0.029839,0.012886,-0.180219
8088.797363,-0.982976,0.027548,0.028364,0.179431,0.043608,0.153884,-0.378044
8088.817419,-0.982434,0.024850,0.027729,0.182858,0.355020,0.134585,-0.305412
8088.837331,-0.982001,0.021613,0.028310,0.185486,0.215522,-0.054863,-0.271457
8088.857715,-0.981502,0.020824,0.029818,0.187966,-0.080844,0.236854,-0.485148
8088.877373,-0.980326,0.023756,0.022021,0.194708,-0.509200,0.873761,-0.774866
8088.897352,-0.978659,0.026764,0.011900,0.203394,-0.353676,0.686338,-1.004853
8088.917688,-0.976481,0.029088,0.012386,0.213273,-0.211268,-0.741343,-1.144202
8088.937337,-0.973779,0.036107,0.022789,0.223455,-0.588386,-1.148956,-1.047579
8088.957267,-0.970833,0.040955,0.033206,0.233888,0.106920,-0.677905,-0.962875
8088.977320,-0.969400,0.036167,0.041410,0.239249,0.954287,-0.415018,-0.466738
8088.997513,-0.969332,0.027272,0.044895,0.240076,0.946840,-0.209975,0.059842
8089.017562,-0.971473,0.019246,0.052703,0.230419,0.765033,-0.877880,1.486895
8089.037323,-0.975585,0.014041,0.060790,0.210574,0.676662,-0.447790,2.324981
8089.057293,-0.980069,0.010774,0.063591,0.187896,0.603460,-0.024987,2.163405
8089.077311,-0.983248,0.003573,0.063574,0.170791,1.057166,0.068137,0.909294
8089.097234,-0.983604,-0.000398,0.064126,0.168558,0.050006,-0.372955,-0.187395
8089.117679,-0.983850,0.002666,0.064720,0.166862,-0.451061,0.243508,0.343154
8089.137300,-0.984621,0.003069,0.059521,0.164224,0.091155,0.652744,0.019452
8089.157240,-0.984404,-0.000633,0.051673,0.168161,0.254808,0.911029,-0.656972
8089.177295,-0.983690,-0.003276,0.044039,0.174365,-0.033129,0.799394,-0.497807
8089.197327,-0.983545,-0.003509,0.039623,0.176228,-0.170113,0.215455,0.154092
8089.217264,-0.984472,-0.003981,0.040694,0.170711,0.106291,-0.058858,0.687540
8089.237222,-0.985244,-0.004743,0.045254,0.164995,0.194704,-0.432306,0.481436
8089.257219,-0.985229,-0.005855,0.053473,0.162575,0.284363,-0.872931,0.098853
8089.277314,-0.984300,-0.004453,0.064761,0.164135,-0.107893,-1.361708,-0.311816
8089.297285,-0.982942,0.002041,0.077501,0.166776,-0.542198,-1.230087,-0.094191
8089.317368,-0.982498,0.010887,0.083043,0.166381,-0.740033,-0.458900,0.152407
8089.337354,-0.982306,0.015597,0.085281,0.166007,0.120960,-0.211636,0.083156
8089.357231,-0.982748,0.010310,0.086847,0.162963,1.061107,0.043587,0.813308
8089.377243,-0.984292,-0.009838,0.081501,0.156299,2.374175,1.848667,0.838672
8089.397350,-0.986563,-0.041824,0.060459,0.145908,2.694354,2.674036,0.467070
8089.417281,-0.987352,-0.055380,0.037802,0.143666,-0.935635,1.098446,-0.753397
8089.437291,-0.987758,-0.034888,0.025584,0.149873,-2.364771,1.119877,-0.469256
8089.457336,-0.987154,-0.029031,0.009532,0.156823,-0.177874,2.214725,-1.197865
8089.477245,-0.985028,-0.036581,-0.010229,0.168155,0.539450,1.849920,-1.038046
8089.497696,-0.983570,-0.045141,-0.025849,0.172868,0.392204,1.732334,0.161542
8089.517318,-0.984599,-0.051661,-0.043239,0.161328,0.004782,1.870697,2.041132
8089.537277,-0.987263,-0.054064,-0.057204,0.138262,-0.300676,1.308399,2.917652
8089.557309,-0.991142,-0.049932,-0.062844,0.105803,-0.868376,0.471107,2.486390
8089.577221,-0.993621,-0.039347,-0.060268,0.086816,-1.279711,-0.696338,0.937178
8089.597716,-0.994508,-0.025582,-0.052804,0.086665,-1.193918,-1.003331,-0.706403
8089.617291,-0.994254,-0.016596,-0.048939,0.093752,-0.543374,-0.319491,-0.580835
8089.637299,-0.994072,-0.011515,-0.046819,0.097449,-0.586683,-0.387073,-0.290967
8089.657255,-0.993879,-0.006408,-0.041114,0.102343,-0.274229,-0.851053,-0.767472
8089.677407,-0.993420,-0.006170,-0.030920,0.110105,0.163482,-1.222340,-1.061855
8089.697286,-0.992458,-0.007981,-0.010642,0.121862,0.370529,-2.069249,-1.008558
8089.717301,-0.991542,-0.007949,0.009079,0.129225,0.032459,-1.614254,-0.573176
8089.737284,-0.990731,-0.004592,0.018635,0.134478,-0.332690,-0.492934,-0.759991
8089.757310,-0.989375,0.003597,0.015825,0.144477,-0.983681,0.418062,-1.038845
8089.777238,-0.988023,0.014604,0.008580,0.153377,-1.188358,0.381345,-0.575645
8089.797283,-0.987535,0.020805,0.003387,0.155981,-0.146920,0.132577,-0.316284
8089.817242,-0.987070,0.019336,0.002082,0.159105,0.385587,0.219073,-0.300405
8089.837322,-0.986807,0.018578,0.000439,0.160832,-0.284954,0.292709,-0.163346
8089.857325,-0.986137,0.024646,-0.000358,0.164091,-0.693576,-0.091649,-0.501357
8089.877267,-0.985346,0.028336,0.002431,0.168181,-0.207037,-0.254253,-0.332796
8089.897320,-0.984761,0.028496,0.005642,0.171468,-0.032821,-0.162211,-0.308463
8089.917337,-0.983952,0.028137,0.006125,0.176092,0.024389,-0.002283,-0.600185
8089.937231,-0.982870,0.028710,0.004967,0.181985,-0.026343,0.083981,-0.562491
8089.957250,-0.982343,0.028470,0.003060,0.184885,0.198052,0.266755,-0.172381
8089.977198,-0.982151,0.025653,-0.001411,0.186334,0.458254,0.513636,-0.157549
8089.997217,-0.981736,0.022213,-0.005602,0.188863,0.423394,0.668528,-0.523148
8090.017258,-0.979933,0.017922,-0.011604,0.198178,0.277925,0.480955,-1.028243
8090.037245,-0.977832,0.015165,-0.013739,0.208388,0.056274,0.198714,-0.925608
8090.057347,-0.976356,0.016297,-0.014503,0.215065,-0.335394,-0.080710,-0.443248
8090.077190,-0.975653,0.018497,-0.015301,0.218001,-0.320197,0.107645,-0.199984
8090.097271,-0.975274,0.020093,-0.015984,0.219503,-0.000552,-0.108465,-0.097377
8090.117206,-0.975222,0.018315,-0.013229,0.220070,0.379792,-0.255950,-0.129278
8090.137219,-0.974852,0.015694,-0.008831,0.222123,0.401960,-0.342995,-0.262581
8090.157256,-0.974405,0.016462,-0.005236,0.224136,-0.092880,-0.307153,-0.105681
8090.177454,-0.974344,0.019993,-0.002260,0.224163,-0.227345,-0.370678,0.046343
8090.197193,-0.974322,0.022427,0.001755,0.224033,-0.122139,-0.480487,-0.054829
8090.217248,-0.974159,0.024743,0.005897,0.224428,-0.226037,-0.435217,0.067298
8090.237350,-0.974588,0.027461,0.009299,0.222119,-0.233746,-0.410080,0.455034
8090.257225,-0.975746,0.027767,0.012979,0.216748,-0.001277,-0.313083,0.647465
8090.277241,-0.977017,0.026779,0.016119,0.210856,0.099412,-0.296405,0.599401
8090.297515,-0.978280,0.025530,0.017400,0.204975,0.113937,0.073458,0.609646
8090.317238,-0.979413,0.021913,0.014743,0.200130,0.385158,0.443966,0.298760
8090.337604,-0.979824,0.018050,0.012303,0.198663,0.389804,0.520950,0.048888
8090.357220,-0.979838,0.015792,0.010944,0.198870,0.240935,0.368402,-0.134630
8090.377217,-0.979770,0.014924,0.009977,0.199319,0.198043,0.385368,-0.178984
8090.397173,-0.979381,0.012732,0.008275,0.201450,0.107805,0.280806,-0.333932
8090.417212,-0.978914,0.011904,0.006825,0.203814,-0.013932,0.140352,-0.197060
8090.438076,-0.978715,0.011763,0.006622,0.204779,-0.061775,0.183143,-0.077985
8090.458581,-0.979982,0.021305,0.006155,0.197847,-0.607845,-0.087733,0.661846
8090.477236,-0.981083,0.027697,0.007937,0.191431,-0.596666,-0.602128,0.677751
8090.497314,-0.981640,0.030535,0.013885,0.187769,0.089601,-0.786667,0.085896
8090.517238,-0.981619,0.028183,0.018004,0.187897,0.464172,-0.101703,-0.078235
8090.537255,-0.981712,0.023045,0.016392,0.188259,0.350020,0.636481,0.032765
8090.557263,-0.981974,0.022090,0.008825,0.187515,-0.225572,0.706936,0.362092
8090.577372,-0.983041,0.023672,0.003468,0.181819,-0.322702,0.480809,0.939476
8090.597198,-0.984622,0.025247,-0.001290,0.172859,-0.194296,0.381832,0.811567
8090.617261,-0.985576,0.024442,-0.003709,0.167420,0.366947,0.164950,0.271670
8090.637182,-0.985836,0.019577,-0.002599,0.166544,0.700286,-0.122394,-0.059222
8090.657177,-0.985809,0.014579,0.000821,0.167235,0.487464,-0.299590,-0.135214
8090.677637,-0.985693,0.014139,0.004436,0.167897,0.053462,-0.285767,-0.041032
8090.697338,-0.985668,0.015756,0.006978,0.167816,-0.041706,-0.318883,-0.009657
8090.717253,-0.985603,0.017573,0.010869,0.167807,-0.016181,-0.418721,0.021634
8090.737902,-0.985637,0.018429,0.015319,0.167169,0.074028,-0.476429,0.052522
8090.757524,-0.985639,0.018408,0.020570,0.166593,0.120717,-0.486009,0.055426
8090.777325,-0.985706,0.017687,0.023710,0.165858,0.156117,-0.132971,0.006412
8090.797205,-0.985620,0.017077,0.023573,0.166449,0.027530,0.080561,-0.083788
8090.817543,-0.985456,0.016640,0.022796,0.167570,0.088020,0.105375,-0.196616
8090.837230,-0.985004,0.014971,0.022158,0.170445,0.173971,0.072166,-0.267433
8090.857220,-0.984583,0.013386,0.021771,0.173043,0.130022,0.111036,-0.280010
8090.877443,-0.984179,0.012114,0.020870,0.175526,0.138353,0.171765,-0.298112
8090.897362,-0.983647,0.013683,0.018239,0.178656,-0.260261,0.174286,-0.435872
8090.917316,-0.982820,0.017848,0.016829,0.182931,-0.299038,-0.007935,-0.473842
8090.938484,-0.981978,0.020318,0.017733,0.187063,-0.041504,-0.196288,-0.397953
8090.957437,-0.981280,0.020747,0.021357,0.190271,0.105893,-0.405076,-0.229601
8090.977323,-0.980834,0.019924,0.024861,0.192223,0.100069,-0.282575,-0.290077
8090.997215,-0.980197,0.022476,0.026578,0.194941,-0.545047,-0.169426,-0.120181
8091.017920,-0.980115,0.025947,0.028133,0.194703,-0.163788,-0.195012,0.114144
8091.037952,-0.983309,0.017689,0.024223,0.179453,0.379932,0.753216,2.261023
8091.057497,-0.986456,0.017349,0.014802,0.162434,-0.166949,0.734830,1.240362
8091.077944,-0.987306,0.016541,0.009920,0.157651,0.350282,0.507566,0.046318
8091.097256,-0.987362,0.009585,0.008838,0.157945,0.815667,0.135065,0.077395
8091.119101,-0.987271,0.003868,0.010154,0.158676,0.366648,-0.219670,-0.288854
8091.137561,-0.986761,0.002328,0.010278,0.161840,0.175296,0.265366,-0.443715
8091.157195,-0.986093,0.000714,0.007975,0.166002,0.191082,0.300704,-0.219957
8091.177181,-0.985916,0.000050,0.006815,0.167102,-0.147621,-0.029261,-0.145716
8091.198450,-0.985750,0.003466,0.008170,0.167980,-0.345703,-0.202000,0.058698
8091.217253,-0.986044,0.004746,0.012129,0.165972,0.045912,-0.464852,0.301643
8091.237356,-0.986417,0.004331,0.017117,0.163312,0.005505,-0.483795,0.311576
8091.257261,-0.986787,0.004377,0.020507,0.160662,-0.016782,-0.225871,0.151670
8091.277246,-0.986947,0.003617,0.021704,0.159537,0.178586,-0.156569,0.098694
8091.297638,-0.987227,0.001239,0.022877,0.157664,0.302714,-0.214301,0.121409
8091.317212,-0.987224,-0.000372,0.023853,0.157543,0.110933,0.127665,-0.020882
8091.337263,-0.987174,-0.000593,0.020406,0.158340,-0.077228,0.458159,-0.127623
8091.357214,-0.987000,-0.000607,0.015222,0.159999,-0.094310,0.592883,-0.135765
8091.377238,-0.986834,-0.000984,0.011374,0.161334,-0.054775,0.268574,-0.099106
8091.397160,-0.986796,-0.000968,0.010788,0.161605,-0.071097,0.013778,0.057885
8091.417201,-0.986853,-0.000340,0.011820,0.161188,-0.050391,-0.090538,-0.002333
8091.437232,-0.986797,-0.000108,0.013044,0.161437,-0.035172,-0.015949,-0.055569
8091.457328,-0.986781,0.000049,0.014311,0.161428,0.034776,-0.252021,0.044975
8091.477220,-0.986932,0.000199,0.017125,0.160224,0.052318,-0.350313,0.112675
8091.497319,-0.987010,0.000585,0.019307,0.159494,0.013917,-0.264555,0.026056
8091.517132,-0.986949,0.001226,0.019987,0.159786,-0.007535,-0.010990,-0.034044
8091.537243,-0.986934,0.001666,0.019232,0.159964,-0.100081,0.082890,0.008967
8091.557243,-0.986884,0.002362,0.018119,0.160395,-0.089769,0.109038,-0.027570
8091.577285,-0.986836,0.002395,0.016606,0.160854,-0.078272,0.221201,-0.043526
8091.600279,-0.986792,0.002608,0.014833,0.161293,-0.120806,0.260062,-0.007546
8091.617606,-0.986809,0.003184,0.012737,0.161356,-0.077679,0.178393,0.017160
8091.637239,-0.986823,0.003354,0.011866,0.161331,-0.009104,0.100211,-0.028405
8091.657361,-0.986799,0.003543,0.011475,0.161502,-0.007322,-0.021923,-0.041155
8091.677179,-0.986701,0.004035,0.011450,0.162092,-0.010494,-0.023202,-0.078028
8091.697133,-0.986557,0.004450,0.011094,0.162977,0.009517,-0.018159,-0.121193
8091.717524,-0.986358,0.004739,0.010808,0.164193,-0.020332,0.005046,-0.138860
